"model","district","node_type","type","best_guess_type","from_iwr","from_ddm","from_wem","id","name_description","data_type","time_step","sequence_id","units","start","end","input_type","input_name"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FandGIrrPln","Farm&Gardnr Irrig Pl_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Yampa","54","_DIV","Irrigation",NA,136,6797,NA,"54_ADY022","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","54","_DIV","Irrigation",NA,137,16638,NA,"54_ADY023","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","55","_DIV","Irrigation",NA,151,491,NA,"55_ADY024","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","55","_DIV","Irrigation",NA,152,42,NA,"55_ADY026","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FandGSplPln","Farm&Gardnr Split Pl_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FarmIrrPln","Farmers Ind Irrig Pl_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FarmSplPln","Farmers Ind Split Pl_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FB150_85Pln","FricoBarr150_1885Div_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FB200_85Pln","FricoBarr200_1885Div_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FHL_IrrPln","FHL Irrig Plan      _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FHL_SplPln","FHL Split Plan      _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FishIrrPln","Fisher Ditch Irr Pla_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FishSplPln","Fisher Ditch Split P_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_DIV","Carrier",NA,NA,0,NA,"FoothillsWTP","Foothills WTP","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"White",NA,"_DIV","Industrial",NA,NA,0,NA,"FUD001",NA,"Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\wm2015\wm2015B.b43"
"White",NA,"_DIV","Industrial",NA,NA,0,NA,"FUD002",NA,"Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\wm2015\wm2015B.b43"
"Yampa","56","_DIV","Irrigation",NA,156,2867,NA,"56_ADY027","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","57","_DIV","Irrigation",NA,157,2061,NA,"5700508_D","Brock Ditch DivSys","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FulIrrPln","Fulton Irrig Plan   _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"FulSplPln","Fulton Split Plan   _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GeoRDL_Pln","George R Ditch Loss _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GeoRist_Pln","PL George Rist Spli _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GeoRLV_Pln","George R Loveland Pl_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Yampa","57","_DIV","Irrigation",NA,167,1168,NA,"5700555_D","Last Chance Ditch DivSys","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Colorado",NA,"_PLN","Plan",NA,NA,NA,NA,"Getty_Pln","_PLN","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"Yampa","57","_DIV","Irrigation",NA,170,720,NA,"5700576_D","Orno Ditch DivSys","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GldnCtyDPln","Golden City Ditch Pl_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GldPri12Pln","Golden LSE Priority _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"Gold_LSEPln","Golden LSE D Plan   _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"Gold_WWTP","Golden WWTP         _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GoldChPln","Golden Church D Plan_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GoldLSE2Pln","Golden LSE Pln After_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GoldSluPln","Golden Slough D Plan_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"Gumlick_C","Gumlick Tun Type 13 _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GumlickPln","Gumlick Tunnel Plan _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Gunnison",NA,"_END","Other",NA,NA,NA,NA,"gunn_end","END                 _END","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Yampa","57","_DIV","Irrigation",NA,171,784,NA,"5700579_D","R E Clark Ditch DivSys","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_01","01_GWOnly Aug Plan  _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_02","WD2 GW Agg Aug Plan _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Yampa","57","_DIV","Irrigation",NA,178,412,NA,"5700623_D","Williams Park Ditch DivS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","57","_DIV","Irrigation",NA,181,1508,NA,"57_ADY009","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_04","_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_05","WD5 GW Only Aug     _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_06","WD6 GW Only Aug     _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_07","_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_08","WD8 GW Only Aug     _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"GwOnly_64","GwOnly_64 Aug Plan  _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"HewesIrrPln","Hewes Cook Irrig Pln_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Yampa","57","_DIV","Irrigation",NA,182,2428,NA,"57_ADY010","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"HewesSplPln","Hewes Cook Split Pla_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"HID15085Pln","Henrylyn150_1885Divn_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"HID20085Pln","Henrylyn200_1885Divn_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"HighIrrPln","Highland Irrig Plan _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"HighSplPln","Highland Split Plan _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Yampa","57","_DIV","Irrigation",NA,183,2680,NA,"57_ADY011","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","57","_DIV","Irrigation",NA,184,1654,NA,"57_ADY012","Diversion Aggregate","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","58","_DIV","Irrigation",NA,202,106,NA,"5800583_D","Charles H Kemmer Ditch D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"Yampa","58","_DIV","Irrigation",NA,218,1809,NA,"5800649_D","Franz Ditch DivSys","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"Homestk_C","Homestake Type 13 Pl_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"HomestkPln","Homestake PL Plan   _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_FLO","Gage",NA,NA,-12,NA,"HOMSPICO","Homestake Pipeline","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_DIV","Carrier",NA,NA,0,NA,"HOMSPICO_C","Homestake Pipeline Divn","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Colorado",NA,"_OTH","Other",NA,NA,NA,NA,"HUPLimitPLN","_OTH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\cm2015\cm2015B.b43"
"South Platte",NA,"_OTH","Other",NA,NA,NA,NA,"Jackson_O","Jackson Lake Outfall_OTH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"JeffLkDRF","Jefferson Lk Winter _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"JimBakerPln","Jim Baker Reuse Plan_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_OTH","Other",NA,NA,NA,NA,"Julesburg_O","Julesburg Outfall   _OTH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"KerIrrPln","Kershaw Irrig Plan  _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"KershRFs","Westy Kershaw Return_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"KerSplPln","Kershaw Split Plan  _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"Kiowa_Bijou","Kiowa_Bijou Aug Plan_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_OTH","Carrier",NA,NA,NA,NA,"Kiowa_C","Kiowa Creek         _OTH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_OTH","Other",NA,NA,NA,NA,"KiowaCk_O","KiowaCreekOutflow   _OTH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LastDSplPln","Last Chance D Split _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LB_IrrPln","Lupton Btm Irrigat P_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LB_SplPln","Lupton Bottom Split _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LB200_85Pln","LittleBurl200_1885Di_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LBBur10Pln","LittBurlBurlington10_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LBSanstPln","LittleBurlSanstad6  _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LBWell7Pln","LittleBurlWellington_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Yampa","58","_DIV","Irrigation",NA,253,175,NA,"5800847_D","Sand Creek Ditch DivSys","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\ym2015\ym2015B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LCC_IrrPln","LCC Irrig Plan      _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LCC_SplPln","LCC Split Plan      _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LCCLimitPln","LCCStoRelLimitToDitE_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_OTH","Other",NA,NA,NA,NA,"Left Hand Dr","_OTH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LM_SplPln","Lupton Meadows Split_PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_OTH","Other",NA,NA,NA,NA,"Lodge_Pole","Lodge Pole Creek    _OTH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte",NA,"_PLN","Plan",NA,NA,NA,NA,"LONG_IN_Re","LongEffluent        _PLN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
