"model","district","node_type","type","best_guess_type","from_iwr","from_ddm","from_wem","id","name_description","data_type","time_step","sequence_id","units","start","end","input_type","input_name"
"South Platte","07","_D&W","Irrigation",NA,1841,2194,0,"0700527_D","Slough Ditches","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,1906,NA,"3100513","WOMMER IRRIGATION DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Carrier",NA,NA,3412,NA,"3100514","BEAR CREEK AND PINE RIVE","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"South Platte","07","_DIV","Irrigation",NA,1842,4943,NA,"0700540_I","Church Ditch Irrigators","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,259,NA,"3100516","HIGBEE IRRIGATION DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,824,NA,"3100518","MYERS AND ASHER DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_FLO","Gage",NA,NA,27369,NA,"3100519","DUNCAN_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,14136,NA,"3100523","SCHRODER IRG_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"South Platte","07","_D&W","Irrigation",NA,1843,3517,0,"0700547_I","Lower Clear Ck D Irrigat","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_D&W","Irrigation",NA,1844,803,0,"0700549_I","Colorado Ag Ditch Irriga","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,1014,NA,"3100524","FARRELL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,95,NA,"3100527","ISLAND DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,967,NA,"3100528","BENNETT-MYERS IRR DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,1405,NA,"3100535","KIRKPATRICK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,506,NA,"3100540","MCLOYD DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,249,NA,"3100545","CATLIN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_FLO","Gage",NA,NA,26800,NA,"3100547","ROBERT MORRISION_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,179,NA,"3100553","MCBRIDE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,0,NA,"3100567","CAMPBELL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,1403,NA,"3100575","SEMLER DITCH_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Carrier",NA,NA,663,NA,"3100583","GOOSEBERRY_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Carrier",NA,NA,68749,NA,"3100665","SPRING CREEK_DIVSYS","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,2170,NA,"3100668","SULLIVAN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,1084,NA,"3100710","IGNACIO CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_ISF","Instream Flow",NA,NA,NA,NA,"3101900","LOS PINOS RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_RES","Reservoir",NA,NA,NA,NA,"3103518","VALLECITO RESERVOIR","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,1016,NA,"3104637","WEMINUCHE PASS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_DIV","Irrigation",NA,NA,409,NA,"3104638","PINE R WEMINUCHE PASS D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","31","_ISF","Instream Flow",NA,NA,NA,NA,"3199999","Vallecito_Res_Winter","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_FLO","Gage",NA,NA,626,NA,"3200509","BLACK DIKE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_FLO","Gage",NA,NA,1874,NA,"3200528","COTTONWOOD DITCH NO 1","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_FLO","Gage",NA,NA,2854,NA,"3200529","COTTONWOOD DITCH NO 2","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_FLO","Gage",NA,NA,1012,NA,"3200558","EATON DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_FLO","Gage",NA,NA,2857,NA,"3200574","HAMBELTON DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Irrigation",NA,NA,604,NA,"3200590","ISMAY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"South Platte","07","_DIV","Irrigation",NA,1845,0,NA,"0700551","CORT GRAVES HUGHES DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"San Juan","32","_FLO","Gage",NA,NA,1506,NA,"3200634","MURRAY-ZWICKER-TOZER D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_FLO","Gage",NA,NA,7253,NA,"3200652","ROCK CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Irrigation",NA,NA,651,NA,"3200662","SCHALLES DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Municipal",NA,NA,3145,NA,"3200680","TOWN OF CORTEZ","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_FLO","Gage",NA,NA,2791,NA,"3200690","WILSON DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Carrier",NA,NA,0,NA,"3200699","NARRAGUINNEP RES INLET","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Carrier",NA,NA,60004,NA,"3200772","MVI U LATERAL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Carrier",NA,NA,21010,NA,"3200884","TOWAOC CANAL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Municipal",NA,NA,1231,NA,"3202001","DOLORES WATER DIVR HGT","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Carrier",NA,NA,53104,NA,"3202006","DOVE CREEK CANAL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","32","_DIV","Carrier",NA,NA,60158,NA,"3204675","DOLORES TUNNEL","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,1004,NA,"3300501","LA PLATA IRG DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,4303,NA,"3300504","HAY GULCH DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Carrier",NA,NA,8580,NA,"3300508","LA PLATA R & CHERRY CR D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,670,NA,"3300518","AMMONS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,71,NA,"3300533","PINE RIDGE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,607,NA,"3300535","SOONER VALLEY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_FLO","Gage",NA,NA,7899,NA,"3300536","H H DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Carrier",NA,NA,308,NA,"3300540","ENTERPRISE ENLARGEMENT D","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,4773,NA,"3300542","SLADE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,1793,NA,"3300547","JOSEPH FREED DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,419,NA,"3300548","REVIVAL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,1433,NA,"3300549","TREANOR DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"South Platte","07","_D&W","Irrigation",NA,1846,9078,21,"0700569_I","FHL Canal Irrigators","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,668,NA,"3300550","WARREN-VOSBURGH DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"South Platte","07","_DIV","Irrigation",NA,1847,263,NA,"0700570_I","Fisher Ditch Irrigators","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_D&W","Irrigation",NA,1848,379,0,"0700597_I","Kerhaw Ditch Irrigators","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,1850,268,NA,"0700614","MANHART DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,693,NA,"3300551","TOWNSITE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_DIV","Irrigation",NA,NA,5693,NA,"3300554","BIG STICK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_ISF","Instream Flow",NA,NA,NA,NA,"3301905","LA PLATA RIVER","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_ISF","Instream Flow",NA,NA,NA,NA,"3302999","LaPlata_Compact_ISF","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"San Juan","33","_RES","Reservoir",NA,NA,NA,NA,"3303530","LONG HOLLOW RESERVOI_RES","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"South Platte","07","_DIV","Irrigation",NA,1851,0,NA,"0700632","OUELETTE DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_D&W","Irrigation",NA,1852,342,0,"0700647","RENO JUCHEM DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,1853,586,NA,"0700652_I","Rocky Mtn Ditch Irrigato","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,1854,1741,NA,"0700698_I","Wannamaker Irrigators","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,1855,691,NA,"0700699","WELCH DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,1856,769,NA,"07_ADP001","WD7 Agg SW Irrig","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","08","_DIV","Irrigation",NA,1858,939,NA,"0801007","LAST CHANCE DITCH 2","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
